question,answer
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 tigers, 5 giraffes, 2 lobsters, 14 praying mantiss?
",156
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 flatworms, 15 cats, 6 sea slugs, 3 ducks, 2 horses, 13 sheeps, 5 ants, 3 scorpions, 6 elephants, 6 starfishs?
",234
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 tigers, 3 crabs, 10 ants?
",130
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 butterflys, 6 cats, 7 beetles?
",108
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 ducks, 5 sea slugs, 12 cows, 7 crickets, 6 butterflys, 10 ants?
",202
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 fireflys, 14 crabs, 10 starfishs, 3 beetles, 3 humans, 1 cockroach, 1 tiger, 6 elephants, 13 insects?
",392
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 grasshoppers, 1 snake, 6 starfishs, 15 beetles?
",198
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 lions, 15 fireflys, 7 leechs, 5 praying mantiss?
",144
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 fireflys, 14 birds, 4 ducks, 1 scorpion, 9 shrimps?
",170
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 humans, 5 horses, 1 chicken, 3 crickets, 11 crabs, 12 ants, 15 starfishs, 15 scorpions?
",431
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 grasshoppers, 5 tigers, 6 sea slugs, 13 crabs, 4 elephants, 5 snakes, 3 wasps, 4 humans, 3 leechs, 7 lions?
",286
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 sea slugs, 13 butterflys, 6 cats, 7 tigers?
",130
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 scorpions, 3 crabs, 12 spiders, 6 woodlouses, 4 snakes, 6 starfishs, 2 leechs, 10 giraffes?
",392
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 bees, 10 cockroachs, 4 sea slugs, 1 shrimp, 3 praying mantiss, 2 woodlouses, 11 leechs, 13 cows?
",198
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 elephants, 3 dogs, 9 crickets, 14 flatworms, 3 fireflys, 3 scorpions, 10 insects, 3 sea slugs, 13 sheeps?
",264
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 praying mantiss, 10 flatworms, 5 leechs, 4 wasps, 6 shrimps, 12 starfishs, 6 crickets, 5 chickens?
",268
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 sea slugs, 1 flatworm, 12 woodlouses, 10 lobsters, 3 horses, 8 deers, 10 ducks, 11 chickens, 1 spider, 12 jellyfishs?
",362
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 scorpions, 6 ants, 5 sheeps, 2 crickets, 8 deers, 15 lions, 12 wasps?
",272
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 starfishs, 10 praying mantiss, 3 fireflys, 2 tigers, 7 dogs, 10 butterflys, 11 giraffes, 8 crickets, 5 lions?
",361
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 praying mantiss, 8 deers, 4 grasshoppers, 7 leechs, 15 beetles, 3 snakes, 13 sea slugs, 3 elephants, 4 ants, 13 humans?
",250
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 fireflys, 11 crickets, 13 lobsters?
",286
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 deers, 12 horses, 3 lobsters, 11 snakes, 3 cats, 7 humans, 12 starfishs, 15 birds, 2 beetles?
",238
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 flatworms, 6 butterflys, 2 bees, 12 beetles, 14 scorpions, 5 dogs, 1 cockroach, 5 spiders, 6 snakes, 9 humans?
",316
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 9 sheeps, 4 flatworms, 10 cats?
",76
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 woodlouses, 7 bees, 7 ants, 6 fireflys, 7 cows, 3 insects, 10 crabs, 4 grasshoppers?
",444
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 flatworms, 5 scorpions, 11 leechs?
",40
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 sea slugs, 8 chickens, 5 giraffes, 3 starfishs, 8 elephants, 2 cows?
",91
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 horses, 9 butterflys, 12 sea slugs, 11 cats?
",110
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 scorpions, 14 crabs, 9 giraffes, 8 lobsters, 3 wasps, 8 jellyfishs, 9 butterflys, 14 starfishs, 14 shrimps, 2 insects?
",630
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 cockroachs, 13 humans, 7 crabs, 7 crickets, 14 scorpions, 10 cows, 10 snakes, 4 beetles, 12 insects, 9 bees?
",464
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 butterflys, 5 ants, 3 grasshoppers, 4 cows, 7 ducks, 5 shrimps, 8 scorpions, 4 beetles, 4 tigers, 6 crabs?
",358
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 tigers, 6 butterflys, 6 horses, 7 sheeps, 9 birds, 5 sea slugs, 1 spider, 10 cats, 3 wasps, 10 insects?
",252
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 1 giraffe, 7 humans, 9 dogs, 4 fireflys?
",78
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 chickens, 1 scorpion, 5 birds, 13 crabs, 14 fireflys, 2 beetles, 15 woodlouses, 4 tigers, 7 butterflys, 2 flatworms?
",520
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 woodlouses, 12 tigers, 11 ants, 1 cricket, 13 crabs, 4 flatworms, 13 sea slugs?
",404
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 leechs, 13 insects, 10 beetles, 6 ants?
",174
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 1 sheep, 6 snakes, 5 scorpions, 8 elephants, 10 starfishs, 2 tigers, 4 leechs, 8 lions, 4 humans?
",174
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 flatworms, 8 chickens, 6 deers, 15 sea slugs, 10 crabs, 9 shrimps, 6 bees, 13 insects, 6 horses, 8 woodlouses?
",480
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 sea slugs, 2 lobsters, 14 beetles, 9 deers, 15 snakes, 15 sheeps?
",200
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 1 sheep, 9 bees, 11 crabs, 12 tigers, 5 chickens, 6 butterflys, 6 sea slugs, 2 cockroachs, 2 lobsters, 3 flatworms?
",294
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 horses, 10 sea slugs, 8 grasshoppers, 12 tigers?
",152
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 ducks, 7 woodlouses, 11 cats, 3 cockroachs, 7 chickens, 6 leechs?
",200
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 grasshoppers, 10 lobsters, 10 wasps, 1 dog, 1 sea slug, 9 horses, 1 crab, 11 shrimps, 2 giraffes?
",370
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 tigers, 6 praying mantiss, 15 wasps, 12 fireflys, 12 scorpions, 11 flatworms, 9 crickets?
",400
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 lions, 2 scorpions, 10 lobsters, 12 jellyfishs, 15 sea slugs, 11 chickens, 12 fireflys?
",234
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 chickens, 14 beetles, 7 ducks, 12 wasps, 9 dogs, 10 lobsters, 4 ants?
",346
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 humans, 1 cat, 5 beetles, 12 cows, 13 dogs, 12 fireflys, 11 insects, 8 horses?
",308
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 crickets, 9 humans, 12 giraffes, 6 snakes, 10 lions, 7 butterflys, 13 leechs?
",214
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 flatworms, 12 giraffes, 6 tigers?
",72
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 1 woodlouse, 14 shrimps, 13 sheeps, 10 flatworms, 8 elephants, 15 deers, 12 cats, 13 sea slugs?
",346
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 shrimps, 6 butterflys, 13 flatworms, 6 deers, 14 insects, 15 leechs, 5 snakes?
",204
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 horses, 5 tigers, 5 bees, 5 humans?
",76
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 elephants, 6 starfishs, 2 beetles, 15 leechs, 5 butterflys, 8 sea slugs, 12 birds?
",140
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 flatworms, 7 dogs, 14 humans, 11 ducks, 14 tigers, 1 cat, 13 starfishs?
",203
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 deers, 12 elephants, 5 ants, 12 bees, 4 tigers, 15 horses, 12 spiders, 14 chickens?
",390
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 sea slugs, 12 cats, 3 horses?
",60
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 snakes, 13 crabs, 13 tigers, 9 starfishs, 5 grasshoppers, 10 cockroachs, 14 insects, 1 sheep, 9 lobsters, 8 shrimps?
",575
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 ants, 7 bees, 3 leechs, 2 shrimps, 12 deers?
",128
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 leechs, 15 sea slugs, 15 spiders, 12 deers, 13 cockroachs, 2 horses?
",254
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 leechs, 2 giraffes, 14 bees, 5 dogs, 1 beetle, 9 horses, 14 lions, 7 ants, 5 jellyfishs?
",252
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 dogs, 10 crabs, 9 lobsters, 12 fireflys, 6 jellyfishs, 10 flatworms, 10 chickens?
",326
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 scorpions, 13 butterflys, 6 wasps, 13 praying mantiss, 4 tigers, 8 lions, 10 spiders, 10 chickens?
",444
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 scorpions, 12 cockroachs, 10 woodlouses, 9 snakes?
",276
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 cockroachs, 6 crabs, 3 bees, 15 wasps, 8 shrimps, 4 tigers, 8 crickets?
",342
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 lions, 6 beetles, 1 praying mantis, 13 crabs, 11 snakes?
",212
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 cats, 8 scorpions, 5 horses, 9 woodlouses, 4 shrimps?
",278
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 ducks, 2 lions, 4 butterflys?
",38
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 spiders, 5 leechs, 15 flatworms, 8 starfishs?
",128
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 horses, 9 wasps, 4 snakes?
",94
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 fireflys, 6 flatworms, 9 horses, 4 leechs, 1 shrimp, 10 crabs, 13 cockroachs, 7 spiders?
",298
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 cats, 8 lions, 14 leechs, 15 grasshoppers, 9 humans, 4 tigers, 3 jellyfishs, 4 beetles, 5 sea slugs?
",208
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 wasps, 15 elephants, 6 grasshoppers, 5 tigers, 9 humans, 15 bees, 12 crabs?
",356
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 dogs, 7 fireflys, 14 bees, 12 ducks, 11 sea slugs, 14 woodlouses, 3 horses, 6 tigers, 3 crickets?
",452
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 bees, 5 praying mantiss, 10 fireflys, 15 birds, 14 giraffes, 7 cats, 3 sea slugs, 1 human, 11 tigers, 3 chickens?
",340
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 horses, 12 sheeps, 10 cows, 5 ducks, 6 flatworms, 2 wasps, 6 lobsters, 15 snakes, 14 spiders?
",322
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 bees, 1 horse, 5 elephants, 15 snakes, 9 butterflys, 1 giraffe, 5 crickets, 13 wasps, 10 woodlouses?
",360
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 birds, 9 grasshoppers, 15 ducks, 10 cats, 15 elephants, 10 humans?
",234
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 1 flatworm, 7 spiders, 13 crabs, 12 chickens?
",210
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 fireflys, 9 snakes, 13 starfishs, 6 insects, 2 praying mantiss, 11 cockroachs, 3 spiders, 11 lions, 10 woodlouses, 12 scorpions?
",573
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 humans, 10 sea slugs, 3 crabs, 13 chickens, 3 dogs?
",74
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 humans, 4 cockroachs, 6 snakes, 6 starfishs, 14 jellyfishs, 12 horses, 14 dogs, 3 elephants?
",192
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 praying mantiss, 9 jellyfishs, 3 flatworms?
",66
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 flatworms, 5 scorpions, 14 ducks, 5 grasshoppers, 11 dogs, 14 cockroachs, 10 jellyfishs, 2 lobsters, 7 chickens?
",260
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 starfishs, 13 lobsters, 7 leechs, 3 elephants, 14 sheeps, 11 butterflys, 8 bees, 6 lions, 15 tigers, 14 horses?
",507
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 cows, 8 ducks, 11 scorpions, 10 flatworms, 8 horses, 15 chickens, 2 beetles, 15 shrimps, 6 cats, 15 tigers?
",424
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 lions, 10 woodlouses, 8 flatworms, 15 crickets, 3 tigers, 3 dogs, 5 ants, 9 cats?
",340
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 sea slugs, 2 lobsters, 6 deers, 7 butterflys, 1 ant, 5 cockroachs, 8 jellyfishs, 12 cows, 11 leechs?
",170
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 flatworms, 8 leechs, 8 elephants, 1 cricket, 15 lobsters, 12 shrimps?
",308
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 birds, 2 cows, 4 praying mantiss?
",46
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 elephants, 10 lions, 3 humans, 9 jellyfishs, 5 lobsters?
",112
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 lobsters, 11 cows, 15 leechs, 4 sheeps, 1 horse, 6 tigers, 6 crabs, 15 butterflys, 6 ants?
",344
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 sea slugs, 3 scorpions, 15 butterflys, 13 elephants, 6 flatworms, 2 birds, 7 sheeps, 2 starfishs, 8 snakes?
",208
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 praying mantiss, 6 ants, 1 cockroach, 2 ducks, 5 deers, 13 butterflys, 1 jellyfish?
",174
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 12 wasps, 1 cricket, 14 dogs, 11 lions, 2 beetles?
",190
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 wasps, 9 shrimps, 2 starfishs, 13 sheeps, 10 lions, 10 crickets, 13 scorpions, 5 humans, 1 woodlouse, 6 butterflys?
",446
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 lions, 14 dogs, 6 chickens, 4 butterflys, 7 sheeps, 12 jellyfishs, 5 beetles?
",194
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 praying mantiss, 4 spiders, 4 sea slugs, 9 woodlouses?
",236
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 birds, 12 sea slugs, 5 snakes, 1 flatworm, 8 chickens, 8 elephants, 2 lobsters?
",80
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 ants, 4 grasshoppers, 14 deers, 7 cockroachs, 8 bees?
",194
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 shrimps, 6 dogs, 10 insects, 1 cricket?
",130
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 flatworms, 1 cockroach, 5 lobsters, 8 beetles, 1 sea slug, 11 starfishs, 6 giraffes, 12 ducks, 9 jellyfishs?
",207
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 grasshoppers, 11 scorpions, 1 praying mantis?
",112
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 12 insects, 9 cows, 3 scorpions, 6 wasps, 13 birds, 15 leechs?
",194
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 12 humans, 8 praying mantiss, 11 flatworms, 13 woodlouses, 1 lion, 9 wasps, 4 spiders, 5 birds, 12 sheeps, 3 starfishs?
",417
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 humans, 3 lobsters, 8 starfishs, 10 ants, 6 wasps, 6 praying mantiss?
",222
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 crabs, 3 lobsters, 10 sea slugs, 5 flatworms, 3 jellyfishs?
",160
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 bees, 10 insects, 15 cows, 11 wasps?
",216
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 wasps, 8 woodlouses, 15 humans, 6 flatworms, 8 tigers, 8 crabs, 12 grasshoppers, 15 beetles, 3 elephants?
",470
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 deers, 1 horse, 9 shrimps?
",106
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 fireflys, 10 humans, 11 grasshoppers, 8 starfishs, 14 flatworms?
",204
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 12 grasshoppers, 3 elephants, 14 shrimps, 15 insects?
",314
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 deers, 5 praying mantiss, 9 dogs, 3 horses, 11 fireflys, 2 woodlouses?
",200
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 cows, 13 flatworms, 11 shrimps, 15 scorpions, 9 crabs, 14 sheeps?
",384
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 woodlouses, 15 dogs, 4 shrimps, 2 deers, 9 spiders?
",222
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 fireflys, 2 insects, 13 starfishs?
",113
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 birds, 1 leech, 15 spiders, 11 humans, 9 giraffes?
",208
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 cockroachs, 3 lions, 10 crabs, 13 horses, 11 tigers, 15 starfishs, 9 birds?
",367
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 beetles, 7 starfishs, 12 giraffes, 1 grasshopper, 4 crickets, 10 bees, 6 shrimps?
",263
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 lions, 12 bees, 12 horses, 11 shrimps, 4 elephants, 8 giraffes?
",318
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 9 beetles, 15 spiders, 11 dogs, 3 butterflys, 11 lobsters, 15 lions, 5 scorpions, 8 giraffes, 4 birds, 2 flatworms?
",486
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 spiders, 10 birds, 15 humans, 7 giraffes, 10 chickens, 11 sheeps, 15 lions, 5 butterflys, 4 bees?
",288
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 crabs, 8 grasshoppers, 14 bees, 6 jellyfishs, 12 deers, 3 insects?
",248
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 starfishs, 14 jellyfishs, 4 deers, 3 lions, 1 scorpion, 7 crabs, 15 horses, 9 snakes?
",206
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 butterflys, 3 lions, 5 dogs?
",74
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 1 jellyfish, 5 birds, 8 tigers, 15 ducks, 6 leechs, 4 cats?
",88
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 crabs, 3 elephants, 6 praying mantiss?
",98
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 dogs, 9 praying mantiss, 11 spiders, 10 sea slugs, 7 sheeps, 2 shrimps?
",214
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 praying mantiss, 14 woodlouses, 2 leechs, 4 lions, 2 crabs, 14 beetles, 2 humans, 11 jellyfishs?
",368
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 spiders, 6 ants, 10 wasps, 8 woodlouses, 10 praying mantiss, 13 bees, 4 fireflys?
",490
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 wasps, 12 jellyfishs, 11 starfishs, 12 ducks, 8 leechs, 4 spiders, 3 chickens, 3 birds, 7 horses?
",241
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 deers, 11 crickets, 7 shrimps, 9 woodlouses, 5 crabs?
",344
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 1 cow, 7 grasshoppers, 5 flatworms, 4 snakes, 4 starfishs, 12 woodlouses, 5 spiders, 15 elephants, 9 ducks, 2 ants?
",364
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 sea slugs, 14 fireflys, 2 elephants, 12 shrimps, 11 ducks?
",234
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 crickets, 1 beetle, 13 woodlouses, 5 chickens?
",234
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 shrimps, 11 ducks, 1 woodlouse, 7 snakes, 5 jellyfishs, 3 chickens, 15 butterflys?
",182
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 12 tigers, 13 giraffes, 3 horses, 12 spiders, 15 ducks, 8 cats, 4 flatworms, 7 insects?
",312
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 chickens, 3 butterflys, 15 bees, 1 praying mantis, 12 ducks, 10 horses?
",188
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 giraffes, 12 lions, 9 spiders, 9 beetles, 8 horses, 2 humans?
",226
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 starfishs, 9 spiders, 5 wasps, 9 woodlouses, 4 birds, 5 ducks?
",301
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 sheeps, 2 insects, 12 deers, 5 butterflys, 8 cockroachs, 3 humans, 15 wasps, 1 beetle, 13 cats, 7 dogs?
",372
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 bees, 15 starfishs, 5 crabs, 13 cats?
",189
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 cockroachs, 4 crabs, 12 humans?
",154
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 1 cricket, 8 cats, 6 woodlouses, 8 shrimps, 4 lions, 11 ants, 8 praying mantiss, 3 beetles?
",350
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 chickens, 1 starfish, 6 lions, 11 insects, 1 ant?
",127
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 bees, 6 crabs, 3 horses, 6 jellyfishs, 2 wasps, 10 tigers?
",190
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 12 lions, 7 starfishs, 7 cockroachs, 7 flatworms, 7 humans, 14 beetles, 10 ducks, 12 grasshoppers, 5 praying mantiss?
",345
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 shrimps, 15 grasshoppers, 10 ducks, 11 crabs, 10 woodlouses, 9 lions, 14 ants, 7 starfishs?
",645
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 birds, 12 flatworms, 9 bees, 15 cockroachs, 11 butterflys, 5 ducks, 4 fireflys, 10 praying mantiss, 2 scorpions?
",324
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 butterflys, 15 cats, 3 grasshoppers, 11 praying mantiss?
",228
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 giraffes, 13 sea slugs, 11 birds, 9 woodlouses, 2 jellyfishs, 5 praying mantiss, 8 crickets, 4 tigers?
",262
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 ducks, 12 dogs, 4 snakes?
",56
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 flatworms, 8 spiders, 9 humans, 14 insects, 7 starfishs, 1 horse, 7 cows?
",233
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 insects, 12 praying mantiss, 3 grasshoppers?
",132
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 praying mantiss, 3 starfishs, 1 giraffe, 11 horses?
",81
